REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Polska,,,,,,,,,,3.5,3.8,9.2,9.2,9.6
Dolnośląskie,,,,,,,,,,2.6,3.0,10.2,10.2,10.5
Kujawsko-Pomorskie,,,,,,,,,,3.8,4.0,6.1,6.1,6.3
Lubelskie,,,,,,,,,,4.1,4.9,9.8,9.9,10.2
Lubuskie,,,,,,,,,,5.6,6.0,7.4,7.4,7.7
Łódzkie,,,,,,,,,,4.4,4.7,11.0,11.1,11.3
Małopolskie,,,,,,,,,,4.6,4.6,9.3,9.5,9.7
Mazowieckie,,,,,,,,,,3.4,3.3,10.9,10.8,11.7
Opolskie,,,,,,,,,,4.5,4.7,7.0,7.0,7.1
Podkarpackie,,,,,,,,,,5.1,5.0,7.9,7.9,8.0
Podlaskie,,,,,,,,,,2.9,3.0,10.7,10.7,10.8
Pomorskie,,,,,,,,,,2.3,3.2,9.4,9.6,9.9
Śląskie,,,,,,,,,,3.1,3.4,8.6,8.8,9.1
Świętokrzyskie,,,,,,,,,,3.9,4.1,8.3,8.4,8.6
Warmińsko-Mazurskie,,,,,,,,,,4.0,4.2,6.7,6.7,6.9
Wielkopolskie,,,,,,,,,,0.8,1.3,8.4,8.3,8.6
Zachodniopomorskie,,,,,,,,,,5.4,5.0,10.1,10.1,10.5
