REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Polska,,,,,,,,,,,52006,56295,51527,70134
Dolnośląskie,,,,,,,,,,,376,367,332,258
Kujawsko-Pomorskie,,,,,,,,,,,245,526,475,511
Lubelskie,,,,,,,,,,,661,1127,1644,1518
Lubuskie,,,,,,,,,,,98,93,55,51
Łódzkie,,,,,,,,,,,301,263,376,338
Małopolskie,,,,,,,,,,,798,838,911,869
Mazowieckie,,,,,,,,,,,46859,50291,44259,63007
Opolskie,,,,,,,,,,,198,205,120,169
Podkarpackie,,,,,,,,,,,140,159,115,109
Podlaskie,,,,,,,,,,,62,53,64,79
Pomorskie,,,,,,,,,,,717,574,678,844
Śląskie,,,,,,,,,,,446,618,738,888
Świętokrzyskie,,,,,,,,,,,189,175,120,143
Warmińsko-Mazurskie,,,,,,,,,,,9,18,11,2
Wielkopolskie,,,,,,,,,,,731,885,1530,1298
Zachodniopomorskie,,,,,,,,,,,176,103,99,50
