year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,37143,5662,5719,1328,0,0,5227,238,0,3740,195,1133,2298,2030,530,0,9043
2011,39525,5757,5682,1318,0,96,5088,238,0,3926,195,1155,3124,2218,480,0,10248
2012,42301,6419,6385,1424,0,96,5662,235,0,3923,194,1483,2737,2811,530,0,10402
2013,43703,6403,7046,1321,0,96,5784,151,0,3851,186,1459,2867,2856,480,0,11203
2014,43164,6168,6930,1341,0,117,5872,155,0,3822,249,1526,2657,2889,480,0,10958
2015,43835,6311,6822,1334,0,120,5833,122,0,4018,249,2269,2393,3117,480,0,10767
2016,44259,6340,7336,1343,0,120,5696,125,0,3988,219,2279,2625,3113,480,0,10595
2017,44175,6075,7642,1403,0,120,5897,125,0,3911,257,2279,2531,3106,480,0,10349
2018,44648,5991,7929,1392,0,120,6126,248,0,4047,296,1958,2509,3100,480,0,10452
2019,45261,6085,7977,1393,0,120,6118,239,0,3981,347,1990,2636,3082,480,0,10813
2020,45041,5834,8148,1393,0,120,5978,249,0,4059,347,2058,2555,3002,480,0,10818
2021,45295,5858,8372,1373,0,120,5837,249,0,4280,406,2040,2583,3037,480,0,10660
2022,45380,5698,8601,1344,0,120,5940,230,0,4191,406,2037,2552,3158,480,0,10623
2023,45238,5768,8840,1375,0,120,5728,233,0,4198,469,1320,2557,3203,480,0,10947
